URL,ACCION1,ACCION2,ACCION3
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,News 🤓📝,Alle Resultate vom Samstag,-
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,90+4,Gelb für Bettemburg,Mirza Osmanovic
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,86,Gelb für Bissen,Odair Albino De Campos Fonseca
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,75,Rot für Bissen,Mamadi Djalo
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,45+2,Halbzeit,-
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,45+2,Gelb für Bettemburg,Abdelnaim Bensaid
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,17,Gelb für Bettemburg,Eleandro Giannetto
https://www.fupa.net/match/fc-atert-bissen-m1-sc-bettemburg-m1-210814,Die Aufstellung für SC Bettemburg ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,43,2:0 Tor für Mertert-W,Ben Zoundi
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,38,De Match hëllt un Intensitéit zou, all Zweekampf gett diskutéiert, genuch Aarbescht fir de,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,30,1:0 Tor für Mertert-W,Ben Zoundi
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,25,Wechsel bei Bissen,François Augusto für Giuliano Jackson
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,10,Großchance für Bissen,Amir Ramovic
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,1,Anpfiff,präsentiert von
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,News 🤓📝,Ehrenpromotion: Käerjeng gewinnt das Spitzenspiel,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,58,Gelb für Bissen,Marc Weis
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,45+2,Halbzeit,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Max Faber
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,Die Aufstellung für Union Mertert-Wasserbillig ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,Die Aufstellung für FC Atert Bissen ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,News 🤓📝,Ehrenpromotion: Gipfeltreffen am „Käerjenger Dribbel“,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,Top-Fakt 🚀,9 Spiele nacheinander konnte Mertert-W zuletzt nicht mehr gewinnen,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,Top-Fakt 🚀,Mertert-W konnte seit 2017 kein Pflichtspiel mehr gegen Bissen für sich entscheiden,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,Top-Fakt 🚀,Mit 34 Einschüssen hat Mertert-W die löchrigste Abwehr aller Teams,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,Schau dir hier nochmal alle bisherigen Spiele Union Mertert-Wasserbillig gegen FC Atert Bissen an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,90+5,Abpfiff,präsentiert von
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,90+1,Wechsel bei Bettemburg,Alex Thill für Brian Dauphin
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,90,Wechsel bei Bettemburg,Nathan Nouvier für Eleandro Giannetto
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,83,Wechsel bei Berburg,Cyril Wagner für Georgy Courbera
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,81,Wechsel bei Bettemburg,Joao Miguel Silva Ribeiro für Geoffrey Daumail
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,65,Wechsel bei Berburg,Rayan Rafdy für Jakub Jarecki
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,45,Wechsel bei Berburg,Daniel Contrino für Leandro Lopes
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,42,3:1 Tor für Bettemburg,Brian Dauphin
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,23,2:1 Tor für Bettemburg,Brian Dauphin
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,18,1:1 Tor für Bettemburg,Abdelnaim Bensaid
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,15,0:1 Tor für Berburg,Vincent Scholl
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,1,Anpfiff,präsentiert von
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,News 🤓📝,Ehrenpromotion: Käerjeng und Monnerich ziehen davon,-
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,67,Gelb für Berburg,Adriano Junior De Sousa Ferraz
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,65,Gelb für Bettemburg,Eleandro Giannetto
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Jose MARIN
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,Die Aufstellung für Fc Berdenia Berbourg ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,News 🤓📝,Ehrenpromotion: Spitzentrio vor lösbaren Aufgaben,-
https://www.fupa.net/match/sc-bettemburg-m1-fc-berdenia-berbourg-m1-210926,Schau dir hier nochmal alle bisherigen Spiele SC Bettemburg gegen Fc Berdenia Berbourg an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-esch-m1-210912,46,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-esch-m1-210912,46,3:0 Tor für Weiler,Oğuzhan Kaylesiz
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-esch-m1-210912,46,4:0 Tor für Weiler,Mirzet Dragolovcanin
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-esch-m1-210912,46,2:1 Tor für US Esch,Miguel Varela
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-esch-m1-210912,46,1:0 Tor für Weiler,Oğuzhan Kaylesiz
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-esch-m1-210912,46,3:2 Tor für US Esch,Ouanis Bouragba
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-esch-m1-210912,46,2:0 Tor für Weiler,Lucas Lamotte
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-esch-m1-210912,46,4:3 Tor für US Esch,Miguel Varela
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,Die Aufstellung für FC Atert Bissen ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Patrick Oliveira
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,News 🤓📝,Ehrenpromotion: Gipfeltreffen auf dem „Dribbel“,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,Schau dir hier nochmal alle bisherigen Spiele FC Jeunesse Canach gegen FC Atert Bissen an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,90+6,Abpfiff,präsentiert von
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,72,Wechsel bei Canach,Francisco Garcia für Junior De Oliveira Varela
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,69,Wechsel bei Rümelingen,Eduardo Mendes Silva für Yannick Bour
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,66,Wechsel bei Canach,Arthur Ataide Barros Rocha für Jose Ricardo Da Silva Dionisio
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,57,Wechsel bei Canach,Emerson Correia für Yann Soumann
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,54,Wechsel bei Rümelingen,Paul Maurice für Alexandre Bianchi
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,46,3:1 Tor für Rümelingen,Bryan Gomes
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,19,Wechsel bei Rümelingen,Rabbi Figueira für Mustafa Cheriak
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,18,2:1 Tor für Canach,Fine Bop
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,11,2:0 Tor für Rümelingen,Bryan Maison
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,4,1:0 Tor für Rümelingen,Yannick Bour
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,1,Anpfiff,präsentiert von
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,News 🤓📝,Ehrenpromotion: Käerjeng und Monnerich ziehen davon,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,86,Gelb für Rümelingen,Bryan Maison
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,68,Gelb für Canach,Arthur Ataide Barros Rocha
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,63,Gelb für Rümelingen,Paul Schroeder
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,46,Gelb für Canach,Tun Rauen
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,45+4,Halbzeit,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,23,Gelb für Canach,Rachid Erragui
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,13,Gelb für Canach,Fine Bop
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,13,Gelb für Rümelingen,Alexandre Bianchi
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,Die Aufstellung für US Rümelingen ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,Die Aufstellung für FC Jeunesse Canach ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Kenan Skenderovic
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,News 🤓📝,Ehrenpromotion: Spitzentrio vor lösbaren Aufgaben,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-jeunesse-canach-m1-210926,Schau dir hier nochmal alle bisherigen Spiele US Rümelingen gegen FC Jeunesse Canach an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,91,Een emkämpften Match geet hei op en Enn, UMW krut et net hin hir Féierung beim Stand vun 2,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,90+3,Abpfiff,präsentiert von
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,90+1,Ganz starken langen Ball vum Junior ,,Beckenbauer, an eiskaal ofgeschloß vum Fränz.,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,89,2:3 Tor für Bissen,François Augusto
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,80,Een openen Schlachoftausch lo hei zu Waasserbëlleg, et schéngt wéi wann hei lo ouni Mëttel,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,68,Ausgläich zum 2-2, no engem Gewurschtels am Strofraum verwandelt de Chrëscht eiskaal.,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,67,2:2 Tor für Bissen,Cristiano Pereira
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,62,Direkte Fräistouss vum Augusto, gutt geschoß mee de Golkipp stoung hei net gutt,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,61,2:1 Tor für Bissen,François Augusto
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,59,Ganz hëtzeg Dueller lo, et kennt Musek an de Match.,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,46,Wechsel bei Bissen,Cristiano Pereira für Alexandre Fernandes
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,46,Positiv ass och ze vermierken dat een an der Buvette den éischte Glühwäin vum Joër krut. M,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,46,-,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,46,Zur Halschent kann een soen dat dFéierung verdéngt ass, nom 1-0 ass dUMW emmer bësser an m,-
https://www.fupa.net/match/union-mertert-wasserbillig-m1-fc-atert-bissen-m1-211113,45,Doppelpack vun der Nummer 9, op der rietser Säit am 1 géint 1 duerchgesat an no enger prop,-
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,Schau dir hier nochmal alle bisherigen Spiele FC Mamer 32 gegen FC Jeunesse Canach an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,90,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,88,2:5 Tor für Mersch,Tun Held
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,62,1:5 Tor für Käerjeng,Cédric Kockelmann
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,50,1:4 Tor für Käerjeng,Mamadu Camara
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,24,1:3 Tor für Käerjeng,Cédric Kockelmann
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,23,1:2 Tor für Käerjeng,Ivan Albanese
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,10,1:1 Tor für Mersch,Landry Meyong
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,4,0:1 Tor für Käerjeng,Julien Fostier
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,News 🤓📝,Ehrenpromotion: Rümelingen und Käerjeng im Torrausch,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,News 🤓📝,Ergebnisse vom Freitag,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,89,Gelb-Rot für Käerjeng,Cédric Kockelmann
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,45+5,Halbzeit,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,38,Gelb für Mersch,Landry Meyong
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,38,Gelb für Mersch,Leonildo Mendes
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,20,Gelb für Käerjeng,Yannick Biagui
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,12,Gelb für Mersch,Mohamed Baizidi
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,Die Aufstellung für FC Marisca Mersch ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,Die Aufstellung für UN Käerjeng 97 ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,News 🤓📝,Ehrenpromotion: letzter Auftritt vor dem Winter,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,Top-Fakt 🚀,Käerjeng hat die letzten 14 Spiele in Folge nicht mehr verloren,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,Top-Fakt 🚀,Mersch konnte die vergangenen 3 Spieltage keinen Dreier mehr einfahren,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,Top-Fakt 🚀,Den besten Angriff ligaweit stellt aktuell Käerjeng mit 37 Toren,-
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Carole Kill
https://www.fupa.net/match/fc-marisca-mersch-m1-un-kaeerjeng-97-m1-211203,Schau dir hier nochmal alle bisherigen Spiele FC Marisca Mersch gegen UN Käerjeng 97 an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,90+6,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,80,Wechsel bei Bissen,Miguel Fernandes für Ediclei Da Silva Pantoja
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,77,Wechsel bei Canach,Jorge Chula für Junior De Oliveira Varela
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,65,Wechsel bei Bissen,Andy Teixeira für Sergio Sousa Lopes
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,65,Wechsel bei Canach,Gaël Mbala für Yann Soumann
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,57,2:2 Tor für Canach,Emerson Correia
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,46,Wechsel bei Bissen,Ibrahima Sangaré für Odair Alves Oliveira Junior
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,46,Wechsel bei Canach,Emerson Correia für Romain Contessa
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,33,1:2 Tor für Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,21,Elfmeter verschossen von Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,19,0:2 Tor für Bissen,Ediclei Da Silva Pantoja
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,4,0:1 Tor für Bissen,Mamadi Djalo
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,News 🤓📝,EP: Käerjeng gewinnt Spitzenspiel deutlich!,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,73,Gelb für Canach,Rachid Erragui
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,65,Gelb für Canach,Adrian Ahmetxhekaj
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,56,Gelb für Canach,Yann Soumann
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,51,Gelb-Rot für Canach,Issouf Coulibaly
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,45+2,Halbzeit,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,43,Gelb für Canach,Jose Ricardo Da Silva Dionisio
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-atert-bissen-m1-210905,Die Aufstellung für FC Jeunesse Canach ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,82,NächstGrlusschance dueech de Marques veeschoss,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,71,Wechsel bei Schifflingen,Kevin Agovic für Hamza Mourchid
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,66,Calvin verhënnert am 1 géint 1 den 2-0,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,63,Oniwwersichtlech Aktioun am Schëfflenger 16m woubäi e Schoss de Poteaux trëfft,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,59,den FCS versicht zwar Spill ze gestalten deet sech awer schwéier a Beetebuerg mecht net mé,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,34,Betebuerg kënnt geféierlech an den 16m verpasst awer den Ofschloss,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,33,Feeler um Betebuerger Keeper den kuerz léien bléiwt,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,27,Hamza mat Grousschance iwwert de Goal,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,23,Ball gëtt ofgefälscht fir e Corner,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,22,Fräistouss fir Betebuerg op der 16m Linn,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,18,richtegen Spillfloss kënnt op béiden Säiten net op well de Match dauerend duerch kleng Fee,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,7,Schëffleng hat 3x op de Goal geschoss a gouf eiskaal erwëscht,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,6,Na nennt een eng kaal Dusch.,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,5,0:1 Tor für Bettemburg,Romaric BOSSON
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,3,Glenn Protin schéisst de Ball op de Poteaux ...dat fänkt gudd un fir den FCS,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,2,1. Schoss no enger Minutt vum Nabil op de Betebuerger Goal den knapps laanscht geht.,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,News 🤓📝,Ehrenpromotion: Käerjeng allein auf weiter Flur,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,45+4,Halbzeit,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,41,Gelb für Schifflingen,Calvin Cheimoulaye Haidara
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,Die Aufstellung für FC Schifflingen 95 ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,News 🤓📝,Ehrenpromotion: Spitzenspiel in Mamer,-
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Jean-Claude Charpentier
https://www.fupa.net/match/fc-schifflingen-95-m1-sc-bettemburg-m1-211010,Schau dir hier nochmal alle bisherigen Spiele FC Schifflingen 95 gegen SC Bettemburg an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,90+5,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,88,Wechsel bei Mamer,Kenzo Fabbro für Joël Pedro
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,81,Wechsel bei Mamer,Laurent van Waas für Alessandro Fiorani
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,81,Wechsel bei Canach,Emerson Correia für Junior De Oliveira Varela
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,79,Wechsel bei Canach,Filipe Aguiar für Baptista Manuel
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,52,3:2 Tor für Canach,Lissander Da Costa Ramos
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,50,3:1 Tor für Mamer,Mickaël Jager
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,43,2:1 Tor für Mamer,David Simões
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,36,1:1 Tor für Canach,Rachid Erragui
https://www.fupa.net/match/fc-mamer-32-m1-fc-jeunesse-canach-m1-211128,5,1:0 Tor für Mamer,Mickaël Jager
