URL,ACCION1,ACCION2,ACCION3
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,Top-Fakt 🚀,Weiler hat die letzten 3 Spiele in Folge nicht mehr verloren,-
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Pir Schmit
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,Schau dir hier nochmal alle bisherigen Spiele SC Bettemburg gegen FC Yellow Boys Weiler-zum-Turm an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,0,1:0 Tor für Rümelingen,Valentin Sannier
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,0,2:1 Tor für Rümelingen,Rabbi Figueira
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,0,3:1 Tor für Rümelingen,Bryan Maison
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,0,4:1 Tor für Rümelingen,Bryan Gomes
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,0,1:1 Tor für Schifflingen,Frédéric Marques
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,News 🤓📝,Ehrenpromotion: auch Monnerich zieht davon!,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,luca altomare
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,Die Aufstellung für FC Schifflingen 95 ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,Die Aufstellung für US Rümelingen ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,News 🤓📝,Ehrenpromotion: Topspiel Monnerich - Medernach,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,Top-Fakt 🚀,Hamza Mourchid von Schifflingen weist mit 6 Vorlagen einen echten Spitzenwert auf,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,Top-Fakt 🚀,Zuletzt 4 Spiele nacheinander konnte Schifflingen nicht mehr punkten,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,Top-Fakt 🚀,Mit 6 Niederlagen musste Schifflingen bisher die meisten aller Teams einstecken,-
https://www.fupa.net/match/us-ruemelingen-m1-fc-schifflingen-95-m1-211017,Schau dir hier nochmal alle bisherigen Spiele US Rümelingen gegen FC Schifflingen 95 an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,91,Scheine Bonjour un Fleurs Wetzel vun Ettelbreck, den eischte Kaffee muer geet op dech geet,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,91,Yeaaaaah! Mat deenen wichtegen 3 Auswäertspunkten geet et an Wanterpaus!!,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,90+5,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,90+3,Großchance für Medernach,Thomas Palma
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,90+3,Wann ech Handverletzung vum Louc bedenken, hei geet et na spannend,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,90+2,1:2 Tor für Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,89,Wechsel bei Medernach,Thomas Palma für Joël Da Mata
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,87,Großchance für Canach,Fine Bop
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,86,Wechsel bei Medernach,Pedro Dos Santos für João Carlos Malheiro Martins
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,85,Wechsel bei Medernach,Pedro Silva für Pedro Miguel Ferro Bernardo
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,84,Weit driwer,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,83,Gudd Freistousschance fir Canach,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,79,Eierlech 2 Goaler hei verpasst, eenmol Toilett an eenmol weinst Beier... dirngend Priorite,-
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,76,0:2 Tor für Medernach,Sabin Yagremongo Komelo
https://www.fupa.net/match/fc-jeunesse-canach-m1-fc-blo-waeiss-medernach-m1-211205,75,Großchance für Canach,Lissander Da Costa Ramos
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,35,Großchance für Mertert-W,Gianluigi Pitisci
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,34,Großchance für Medernach,Ante Bukvic
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,32,Wechsel bei Mertert-W,Patrick Steinbach für Jo Reuland
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,26,Korner Miedernach, den Ante stellt sech bereed,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,21,Konter nom Korner den Joao flitzt iwert Band mee an der Mett stung keen frei,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,20,Ante klärt erem zum Korner nodeems sech den Zoundi erem lenks duerchgesaat,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,17,Großchance für Medernach,Sabin Yagremongo Komelo
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,News 🤓📝,Ehrenpromotion: Käerjeng allein auf weiter Flur,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,71,Gelb für Mertert-W,Marvin Roggendorf
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,59,Gelb für Mertert-W,Sven Kaiser
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,50,Gelb für Mertert-W,Inas Sehovic
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,45+1,Halbzeit,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,Schau dir hier nochmal alle bisherigen Spiele FC Blo-Wäiss Medernach gegen Union Mertert-W,👉,ZU DEN DUELLEN
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,90,2:2 Tor für US Esch,Ruben Rodrigues Pinto
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,82,Wechsel bei US Esch,Ruben Rodrigues Pinto für Reymond Laccruche
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,77,1:2 Tor für Bettemburg,Aydine Correia
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,75,Wechsel bei US Esch,Miguel Rosas Ribeiro für Brice Bernard
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,62,1:1 Tor für Bettemburg,Mirza Osmanovic
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,31,1:0 Tor für US Esch,André Moreira
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,News 🤓📝,Ehrenpromotion: Remis im Topspiel, erste Pleite für Monnerich,-
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,90,Gelb-Rot für Bettemburg,Joao Miguel Silva Ribeiro
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,85,Gelb-Rot für US Esch,Kevin Gernon
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,63,Rot für Bettemburg,Geoffrey Daumail
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Paulo Dias Martins
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,Die Aufstellung für SC Bettemburg ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,Die Aufstellung für US Esch ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,News 🤓📝,Ergebnisse vom Samstag,-
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,News 🤓📝,Ehrenpromotion: Verfolgerduell Mamer – Junglinster im Fokus,-
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,Top-Fakt 🚀,US Esch konnte die letzten 3 Spiele gegen Bettemburg allesamt für sich entscheiden,-
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,Top-Fakt 🚀,US Esch konnte die vergangenen 8 Spieltage keinen Dreier mehr einfahren,-
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,Top-Fakt 🚀,6 Spiele nacheinander konnte Bettemburg zuletzt nicht bezwungen werden,-
https://www.fupa.net/match/us-esch-m1-sc-bettemburg-m1-211024,Schau dir hier nochmal alle bisherigen Spiele US Esch gegen SC Bettemburg an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,90+10,Abpfiff,präsentiert von
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,90+5,0:3 Tor für Weiler,Admir Desevic
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,90+1,Wechsel bei Weiler,Ugo Zanetti für Issa GAKOU
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,81,Wechsel bei Weiler,Luka Semedo Glod für Lucas Lamotte
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,71,Wechsel bei Weiler,Mirzet Dragolovcanin für Tom Nennig.
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,24,0:2 Tor für Weiler,Oğuzhan Kaylesiz
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,10,0:1 Tor für Weiler,Oğuzhan Kaylesiz
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,1,Anpfiff,präsentiert von
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,0,-,-
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,News 🤓📝,Sportpolitik: Covid Check und Minister weg,-
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,News 🤓📝,Ehrenpromotion: Rümelingen jetzt schon Zweiter!,-
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,81,Gelb für Weiler,Issa GAKOU
https://www.fupa.net/match/sc-bettemburg-m1-fc-yellow-boys-weiler-zum-turm-m1-211121,79,Gelb-Rot für Bettemburg,Aydine Correia
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,Top-Fakt 🚀,Mit 9 Einschüssen ist Oğuzhan Kaylesiz von Weiler der derzeit treffsicherste Spieler aller Teams,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,Top-Fakt 🚀,4 Spiele nacheinander konnte Bissen zuletzt nicht mehr gewinnen,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,Schau dir hier nochmal alle bisherigen Spiele FC Atert Bissen gegen FC Yellow Boys Weiler-,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+6,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+6,Am gaanzen Gelächter no nemmen 5 Min päift den Arbitter of,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+5,An erem drop,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+5,Den aah Spiller geet enner gelächert humpelnd vum Terrain,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+5,Onsportlech scheisst Mertert een zweete Ball op den Terrain,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+5,Merter leit um Terrain, keen Feeler neischt. En leit do Arbitter päift net an opeemol blär,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+3,Großchance für Mertert-W,Inas Sehovic
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+2,5 min extra goufen anscheinend ugewissen,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+1,Großchance für Medernach,Luca Dammicco
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,90+1,Goalkeep knapp vurum Dammicco um Ball,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,89,Freistouss an Mauer vum Ferro,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,89,Wechsel bei Medernach,Luca Dammicco für Sabin Yagremongo Komelo
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,88,Mee well et eng Reckpass war geet et indirekten Freistouss am 16ter,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,88,Am direkten Geigenzuch kennt ass de Goalkeep mei seier ewei den Ferro um Ball,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,87,Großchance für Mertert-W,Inas Sehovic
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,79,Nospillzeit mussen hei secher iwer bis elo 7 Min gin. Zweet greisser Verletzungspaus,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,79,Een Mertert Spiller huet sech verletzt beim Feeler maan,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,75,Großchance für Medernach,João Carlos Malheiro Martins
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,73,Großchance für Medernach,Pedro Miguel Ferro Bernardo
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,71,Bei Miedernach fehlt haut den Topscorer aus der Eirepromotioun, den Jeoffrey,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,70,Comeback vum Ferro an der Eirepromotioun!,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,70,Wechsel bei Medernach,Pedro Miguel Ferro Bernardo für Len Kneip
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,68,3ten verletzungsbedengten Wiessel bei Mertert, nach eng Keier gudd Besserung,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,67,Wechsel bei Mertert-W,Gentrit Gashi für Luca Sasso-Sant
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,65,Kine vun Mertert leeft bei den verletzten, do ukomm rifft et een anneren vun der Bänk deen,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,64,Ante der Fels in der Brandung,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,64,Den 11 vun Mertert leeft an den Ante an fällt dun schweier blesseiert op den Bueden. Lieni,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,62,Gudd Besserung an schnell Recup un beid Spiller,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,61,Zweeten Verletzungsbedengten Wiessel bei Mertert,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,61,Wechsel bei Mertert-W,Joelson Almeida für Francky Scalisé
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,58,Wechsel bei Medernach,Félix Maillet für Pedro Dos Santos
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,57,Großchance für Mertert-W,Inas Sehovic
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,56,Großchance für Mertert-W,Marvin Roggendorf
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,56,De Freistouss lenkt Mauer mam Kapp driwer,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,55,Gudd Freistoussmeiglechkeet fir Mertert elom 22m zentral,-
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,52,Großchance für Medernach,Pedro Dos Santos
https://www.fupa.net/match/fc-blo-waeiss-medernach-m1-union-mertert-wasserbillig-m1-211010,48,Großchance für Medernach,Len Kneip
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,31,2:0 Tor für Käerjeng,Gilles Bettmer
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,25,1:0 Tor für Käerjeng,Valerio Barbaro
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,1,Anpfiff,präsentiert von
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,News 🤓📝,Ehrenpromotion: Remis im Topspiel, erste Pleite für Monnerich,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,News 🤓📝,Ergebnisse vom Samstag,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,72,Gelb für Käerjeng,Irwin Ramdedovic
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,62,Gelb für Mertert-W,Inas Sehovic
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,45+2,Halbzeit,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,Die Aufstellung für Union Mertert-Wasserbillig ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,Die Aufstellung für UN Käerjeng 97 ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Jim Thomes
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,News 🤓📝,Ehrenpromotion: Verfolgerduell Mamer – Junglinster im Fokus,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,Top-Fakt 🚀,Mertert-W konnte seit 2018 kein Pflichtspiel mehr gegen Käerjeng für sich entscheiden,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,Top-Fakt 🚀,Käerjeng hat die letzten 9 Spiele in Folge nicht mehr verloren,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,Top-Fakt 🚀,In den letzten 7 Spielen konnte Mertert-W keinen Sieg mehr holen,-
https://www.fupa.net/match/un-kaeerjeng-97-m1-union-mertert-wasserbillig-m1-211023,Schau dir hier nochmal alle bisherigen Spiele UN Käerjeng 97 gegen Union Mertert-Wasserbillig an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,90+18,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,90+4,1:1 Tor für Bissen,Mamadi Djalo
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,90,Wechsel bei Weiler,Juncai Wang für Lucas Lamotte
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,90,Wechsel bei Weiler,Luka Semedo Glod für Oğuzhan Kaylesiz
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,79,Wechsel bei Bissen,Cristiano Pereira für Ediclei Da Silva Pantoja
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,74,Wechsel bei Weiler,Mirzet Dragolovcanin für Tom Nennig.
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,67,Wechsel bei Bissen,Nivaldo Mendes für Marc Weis
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,64,0:1 Tor für Weiler,Admir Desevic
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,57,Wechsel bei Bissen,Samir Severa für Rafael Perreira Fernandes
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,10,Elfmeter verschossen von Bissen,Mamadi Djalo
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,10,Nummer 9 vun Bissen ganz schwach een Elefmeter op den Goalkipp vun Weiler geschoss,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,1,Anpfiff,präsentiert von
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,News 🤓📝,Ehrenpromotion: Rümelingen mit Siebenmeilenstiefeln!,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,90+5,Gelb für Weiler,Admir Desevic
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,90+2,Gelb für Weiler,Henrique da Silva Gomes
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,73,Gelb-Rot für Weiler,Issa GAKOU
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,72,Gelb für Bissen,Amir Ramovic
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,71,Gelb für Weiler,Issa GAKOU
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,62,Gelb für Weiler,Siffedine Khemici
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,51,Gelb für Weiler,Tom Nennig.
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,46,Anpfiff zur 2. Halbzeit,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,45+1,Halbzeit,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,Die Aufstellung für FC Atert Bissen ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,Die Aufstellung für FC Yellow Boys Weiler-zum-Turm ist eingetragen! 💪,AUFSTELLUNG CHECKEN,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,Der Liveticker ist gesichert! 🙌,Alle Infos und Geschehnisse zum Spiel gibts live von:,Pir Schmit
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,News 🤓📝,Ehrenpromotion: interessante Verfolgerduelle,-
https://www.fupa.net/match/fc-atert-bissen-m1-fc-yellow-boys-weiler-zum-turm-m1-211107,Top-Fakt 🚀,Aktuell bester Scorer von Weiler ist Oğuzhan Kaylesiz mit 10 Scorerpunkten,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-jeunesse-canach-m1-210912,News 🤓📝,UPDATE - Ehrenpromotion: Topspiel Medernach - Mamer,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-jeunesse-canach-m1-210912,Top-Fakt 🚀,In den letzten 3 Spielen blieb Junglinster ungeschlagen,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-jeunesse-canach-m1-210912,Top-Fakt 🚀,In den letzten 3 Spielen konnte Canach keinen Sieg mehr holen,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-jeunesse-canach-m1-210912,Top-Fakt 🚀,Seit 3 Duellen gelang Canach kein Sieg mehr gegen Junglinster,-
https://www.fupa.net/match/fc-jeunesse-junglinster-m1-fc-jeunesse-canach-m1-210912,Schau dir hier nochmal alle bisherigen Spiele FC Jeunesse Junglinster gegen FC Jeunesse Canach an.,👉,ZU DEN DUELLEN
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-ruemelingen-m1-211128,91,Waat een Mätch!!! Weiler kent no engem 3-1 Reckstand tatsächlech nach emol rem an dréint d,-
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-ruemelingen-m1-211128,90+4,Abpfiff,präsentiert von
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-ruemelingen-m1-211128,84,4:3 Tor für Weiler,Henrique da Silva Gomes
https://www.fupa.net/match/fc-yellow-boys-weiler-zum-turm-m1-us-ruemelingen-m1-211128,81,3:3 Tor für Weiler,Oğuzhan Kaylesiz
